<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;1;060922;183600;245.6000000;245.7000000;245.4100000;245.6800000;132260
GAZP;1;060922;183700;245.6800000;246.0400000;245.6800000;245.7200000;52390
GAZP;1;060922;183800;245.9100000;245.9800000;245.7600000;245.8300000;40050
GAZP;1;060922;183900;245.9100000;245.9500000;245.7000000;245.8000000;26600
GAZP;1;060922;184000;245.7800000;246.1300000;245.6100000;246.0000000;169620
GAZP;1;060922;184600;246.0000000;246.0000000;246.0000000;246.0000000;40620
GAZP;1;060922;184700;246.0000000;246.0000000;246.0000000;246.0000000;2280
GAZP;1;060922;184800;246.0000000;246.0000000;246.0000000;246.0000000;5390
GAZP;1;060922;184900;246.0000000;246.0000000;246.0000000;246.0000000;8780
GAZP;1;060922;185000;246.0000000;246.0000000;246.0000000;246.0000000;7870
